,ensemble_size,random,covariance,bandwidth,sampling,RMSE
0,3,[2599951329 1974882156],0.25,0.3333333333333333,sample_multivariate_normal,1.345257646516453
1,3,[2599951329 1974882156],0.25,0.3333333333333333,rejection_sample_batch,0.7665773660196629
2,3,[2599951329 1974882156],0.25,0.6666666666666666,sample_multivariate_normal,2.8085936338029343
3,3,[2599951329 1974882156],0.25,0.6666666666666666,rejection_sample_batch,0.6950761691040148
4,3,[2599951329 1974882156],0.25,1.0,sample_multivariate_normal,3.4697089511880916
5,3,[2599951329 1974882156],0.25,1.0,rejection_sample_batch,0.6718490600209378
6,3,[2599951329 1974882156],1.0,0.3333333333333333,sample_multivariate_normal,3.34217985312967
7,3,[2599951329 1974882156],1.0,0.3333333333333333,rejection_sample_batch,0.7809265626446151
8,3,[2599951329 1974882156],1.0,0.6666666666666666,sample_multivariate_normal,3.51144923246522
9,3,[2599951329 1974882156],1.0,0.6666666666666666,rejection_sample_batch,0.7371931984079032
10,3,[2599951329 1974882156],1.0,1.0,sample_multivariate_normal,3.5114590806577874
11,3,[2599951329 1974882156],1.0,1.0,rejection_sample_batch,0.7190454448806199
12,3,[2599951329 1974882156],4.0,0.3333333333333333,sample_multivariate_normal,3.5114445466641344
13,3,[2599951329 1974882156],4.0,0.3333333333333333,rejection_sample_batch,0.8295457287641486
14,3,[2599951329 1974882156],4.0,0.6666666666666666,sample_multivariate_normal,3.511447639974456
15,3,[2599951329 1974882156],4.0,0.6666666666666666,rejection_sample_batch,0.7880048678991203
16,3,[2599951329 1974882156],4.0,1.0,sample_multivariate_normal,3.5114601463038926
17,3,[2599951329 1974882156],4.0,1.0,rejection_sample_batch,0.7961665848812656
18,3,[2457345722  781124476],0.25,0.3333333333333333,sample_multivariate_normal,2.3827888211079604
19,3,[2457345722  781124476],0.25,0.3333333333333333,rejection_sample_batch,0.7643262442134867
20,3,[2457345722  781124476],0.25,0.6666666666666666,sample_multivariate_normal,3.493493463994808
21,3,[2457345722  781124476],0.25,0.6666666666666666,rejection_sample_batch,0.7169803972290069
22,3,[2457345722  781124476],0.25,1.0,sample_multivariate_normal,3.301893942391272
23,3,[2457345722  781124476],0.25,1.0,rejection_sample_batch,0.7007123476194226
24,3,[2457345722  781124476],1.0,0.3333333333333333,sample_multivariate_normal,3.511442005232869
25,3,[2457345722  781124476],1.0,0.3333333333333333,rejection_sample_batch,0.7602764708844302
26,3,[2457345722  781124476],1.0,0.6666666666666666,sample_multivariate_normal,3.511443254873515
27,3,[2457345722  781124476],1.0,0.6666666666666666,rejection_sample_batch,0.7408642363531479
28,3,[2457345722  781124476],1.0,1.0,sample_multivariate_normal,2.980978558963444
29,3,[2457345722  781124476],1.0,1.0,rejection_sample_batch,0.7358234413405906
30,3,[2457345722  781124476],4.0,0.3333333333333333,sample_multivariate_normal,3.5114418720531657
31,3,[2457345722  781124476],4.0,0.3333333333333333,rejection_sample_batch,0.8668893101155469
32,3,[2457345722  781124476],4.0,0.6666666666666666,sample_multivariate_normal,3.346192976896066
33,3,[2457345722  781124476],4.0,0.6666666666666666,rejection_sample_batch,0.7917025492505235
34,3,[2457345722  781124476],4.0,1.0,sample_multivariate_normal,3.511525557337877
35,3,[2457345722  781124476],4.0,1.0,rejection_sample_batch,0.7290393313480987
36,3,[4168375336 1575380715],0.25,0.3333333333333333,sample_multivariate_normal,3.5114399971613173
37,3,[4168375336 1575380715],0.25,0.3333333333333333,rejection_sample_batch,0.7515894181627641
38,3,[4168375336 1575380715],0.25,0.6666666666666666,sample_multivariate_normal,3.511440146067734
39,3,[4168375336 1575380715],0.25,0.6666666666666666,rejection_sample_batch,0.7196269764345574
40,3,[4168375336 1575380715],0.25,1.0,sample_multivariate_normal,3.131612953069709
41,3,[4168375336 1575380715],0.25,1.0,rejection_sample_batch,0.6803927962579754
42,3,[4168375336 1575380715],1.0,0.3333333333333333,sample_multivariate_normal,3.4877881013841106
43,3,[4168375336 1575380715],1.0,0.3333333333333333,rejection_sample_batch,0.7721440069670977
44,3,[4168375336 1575380715],1.0,0.6666666666666666,sample_multivariate_normal,3.5114386806708318
45,3,[4168375336 1575380715],1.0,0.6666666666666666,rejection_sample_batch,0.7402098192793032
46,3,[4168375336 1575380715],1.0,1.0,sample_multivariate_normal,3.5114329581884327
47,3,[4168375336 1575380715],1.0,1.0,rejection_sample_batch,0.6929593643746489
48,3,[4168375336 1575380715],4.0,0.3333333333333333,sample_multivariate_normal,3.5114397050516195
49,3,[4168375336 1575380715],4.0,0.3333333333333333,rejection_sample_batch,0.7929061353370588
50,3,[4168375336 1575380715],4.0,0.6666666666666666,sample_multivariate_normal,3.511439672125939
51,3,[4168375336 1575380715],4.0,0.6666666666666666,rejection_sample_batch,0.7604082352619592
52,3,[4168375336 1575380715],4.0,1.0,sample_multivariate_normal,3.5114350838183928
53,3,[4168375336 1575380715],4.0,1.0,rejection_sample_batch,0.7579403203160942
54,3,[3617162208 2484430174],0.25,0.3333333333333333,sample_multivariate_normal,3.48985280888098
55,3,[3617162208 2484430174],0.25,0.3333333333333333,rejection_sample_batch,0.7801618382113237
56,3,[3617162208 2484430174],0.25,0.6666666666666666,sample_multivariate_normal,3.481905525038548
57,3,[3617162208 2484430174],0.25,0.6666666666666666,rejection_sample_batch,0.7128022863104122
58,3,[3617162208 2484430174],0.25,1.0,sample_multivariate_normal,3.045163002956396
59,3,[3617162208 2484430174],0.25,1.0,rejection_sample_batch,0.7138994390154132
60,3,[3617162208 2484430174],1.0,0.3333333333333333,sample_multivariate_normal,3.5114467285048496
61,3,[3617162208 2484430174],1.0,0.3333333333333333,rejection_sample_batch,0.7861945753868694
62,3,[3617162208 2484430174],1.0,0.6666666666666666,sample_multivariate_normal,2.996125511782379
